object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_artist,_place_of_origin,_style,_department,_technique,_image_id,_classification,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,aligned_museum,aligned_period,aligned_type,aligned_material
14335,L'univers est cré（宇宙正在被创造），出自诺亚套房,1893-94年，1921年印刷出版,,灰色象牙瓷纸上的黑色木版印刷,,Image: 20.5 × 35.5 cm (8 1/8 × 14 in.); Sheet: 26.9 × 42.6 cm (10 5/8 × 16 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14335,"https://www.artic.edu/iiif/2/c95d9212-099d-30db-4a11-24b026a7bcda/full/843,/0/default.jpg",,约瑟夫·布鲁克斯博览会收藏,,2026-05-27,1893-94年，1921年印刷出版,未知,象牙,未知,0.8,"Paul Gauguin (French, 1848-1903)
printed by Pola Gauguin (Danish, born France, 1883-1961)
published by Christian Cato, Copenhagen",France,,Prints and Drawings,,c95d9212-099d-30db-4a11-24b026a7bcda,,,False,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite","1893–94, printed and published 1921",,Wood-block print in black ink on grayish-ivory China paper,,Unknown,The Joseph Brooks Fair Collection,"1893–94, printed and published 1921",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1893),未知,象牙
26091,金刚坐在莲花上，手握霹雳（金刚）和带霹雳手柄的钟（甘塔）,唐朝（618-907），8世纪末/9世纪初,,镀金铜合金,,10.8 × 5.5 × 5 cm (4 1/4 × 2 1/8 × 2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/26091,"https://www.artic.edu/iiif/2/b43b9da8-8bf8-73fd-48fb-dcb9e0c6145d/full/843,/0/default.jpg",,詹姆斯·W和玛丽莲·阿尔斯多夫收藏,,2026-05-27,唐朝（618-907）,未知,铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,b43b9da8-8bf8-73fd-48fb-dcb9e0c6145d,,,False,Vajrasattva Seated on Lotus Flower with Hands Grasping a Thunderbolt (Vajra) and Bell (Ghanta) with Thunderbolt Handle,"Tang dynasty (618–907), late 8th/early 9th century",,Gilt copper alloy,,Chinese,James W. and Marilynn Alsdorf Collection,Tang dynasty (618-907),Unknown,Copper,Art Institute of Chicago,Tang dynasty (c. 618),未知,铜
86744,纯净不朽的镜子与“狮与葡萄”设计,唐朝（618-907），8世纪,,青铜,,Diam. 17.4 (6.8 in.); d. 0.6 cm (0.2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/86744,"https://www.artic.edu/iiif/2/4fbae3bf-5f18-f867-652c-2353869f7c06/full/843,/0/default.jpg",,塞缪尔·M·尼克森基金会,,2026-05-27,唐朝（618-907）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,4fbae3bf-5f18-f867-652c-2353869f7c06,,,True,Mirror with Images of Purity and Immortality and “Lion and Grapevine” Design,"Tang dynasty (618–907), 8th century",,Bronze,,Chinese,Samuel M. Nickerson Endowment,Tang dynasty (618-907),Unknown,Bronze,Art Institute of Chicago,Tang dynasty (c. 618),未知,青铜
53282,手持杯子,唐朝（618-907），约675-750年,,银,,W.: 10.6 cm (4 1/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/53282,"https://www.artic.edu/iiif/2/ce9e1dec-f511-6df3-a7a5-af0296df6c77/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,唐朝（618-907）,未知,银,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,ce9e1dec-f511-6df3-a7a5-af0296df6c77,,,False,Handled Cup,"Tang dynasty (618–907), about 675–750",,Silver,,Chinese,Lucy Maud Buckingham Collection,Tang dynasty (618-907),Unknown,Silver,Art Institute of Chicago,Tang dynasty (c. 618),未知,银
58180,云中龙瓶，追逐燃烧的珍珠；吊坠如意；灵芝卷；直立的叶子和花瓣；环绕足部的花朵,清朝（1644-1911），乾隆统治时期（1736-1795）,,釉下红瓷器,,31 × 19 cm (12 3/16 × 7 1/2 in.); Diam.: 19 cm (7 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/58180,"https://www.artic.edu/iiif/2/e61fd137-5bc7-1dc5-9fd8-7f3c95bd022b/full/843,/0/default.jpg",,Samuel M.Nickerson先生和夫人的礼物,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,e61fd137-5bc7-1dc5-9fd8-7f3c95bd022b,,,False,"Bottle Vase with Dragons amid Clouds, Chasing Flaming Pearls; Pendant Ruyi; Lingzhi Scrolls; Upright Leaves and Petal Panels; and Florets Encircling Foot","Qing dynasty (1644–1911), Qianlong reign mark and period (1736–1795)",,Porcelain painted in underglaze red,,Chinese,Gift of Mr. and Mrs. Samuel M. Nickerson,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
83154,小杯,晋朝（1115-1234），13世纪,,钧瓷；带有不透明淡蓝色和深红色泼溅釉的石器,,4.1 × 8.8 cm (1 5/8 × 3 7/16 in.); Diam.: 8.8 cm (3 7/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/83154,"https://www.artic.edu/iiif/2/b928fcdd-38c2-7052-dcaa-c6f8c3161c81/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,晋朝（1115-1234）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,b928fcdd-38c2-7052-dcaa-c6f8c3161c81,,,False,Small Cup,"Jin dynasty, (1115–1234), 13th century",,Jun ware; stoneware with opaque pale-blue and crimson-splashed glaze,,Chinese,Lucy Maud Buckingham Collection,Jin dynasty (1115-1234),Unknown,Stoneware,Art Institute of Chicago,Song dynasty (c. 1115),未知,炻器
133709,骑龙的仙人：墓石剖面图,汉朝（公元前206年-公元220年），1世纪,,带有滑痕和多色颜料的灰色陶器,,,Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/133709,"https://www.artic.edu/iiif/2/1447f7fa-cf7a-d30e-a7f0-6465640f6fe5/full/843,/0/default.jpg",,戈登·帕尔默夫人的礼物,,2026-05-27,汉朝（公元前206年-公元220年）,未知,陶器,中文,0.75,China; probably from Henan province,China,Chinese (culture or style),Arts of Asia,,1447f7fa-cf7a-d30e-a7f0-6465640f6fe5,,,False,Immortals Riding Dragons: Section of a Tomb Pediment,"Han dynasty (206 BCE–220 CE), 1st century",,Gray earthenware with traces of slip and polychrome pigments,,Chinese,Gift of Mrs. Gordon Palmer,Han dynasty (206 BCE-220 CE),Unknown,Earthenware,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,陶器
21658,带花卷和叶状边缘的菜肴,元朝（1271-1368）或明朝（1368-1644）,,青瓷釉下模压装饰石器,,6.7 × 36.7 cm (2 5/8 × 14 7/16 in.); Diam.: 36.7 cm (14 7/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21658,"https://www.artic.edu/iiif/2/b62612f5-faaa-ff4b-4e57-4d069b1b74f3/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,明朝（1368-1644）,未知,炻器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,b62612f5-faaa-ff4b-4e57-4d069b1b74f3,,,False,Dish with Floral Scrolls and Foliate Rim,Yuan dynasty (1271–1368) or Ming dynasty (1368–1644),,Celadon-glazed stoneware with underglaze molded decoration,,Chinese,Bequest of Russell Tyson,Ming dynasty (1368-1644),Unknown,Stoneware,Art Institute of Chicago,Ming dynasty (c. 1368),未知,炻器
22068,片段（袖带）,清朝（1644-1911），1875-1900,,纱布刺绣,,26.2 × 32.5 cm (10 1/4 × 12 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/22068,"https://www.artic.edu/iiif/2/c6a73b01-f85c-7102-b82c-a2ee344b1a2d/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,清朝（1644-1912）,未知,纱布刺绣,中文,0.8,"Han-Chinese
China",China,qing,Textiles,,c6a73b01-f85c-7102-b82c-a2ee344b1a2d,,,False,Fragment (Sleeve Band),"Qing dynasty (1644–1911), 1875–1900",,Embroidered on gauze,,Chinese,Bequest of Russell Tyson,Qing dynasty (1644-1912),Unknown,Embroidered on gauze,Art Institute of Chicago,Qing dynasty (c. 1644),未知,
14276,女式半正式鞋面（未剪裁）,1900/10，清朝（1644-1911）,,丝绸，平纹，不连续的纬线；涂漆细节,,23.4 × 55 cm (9 1/4 × 21 5/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14276,"https://www.artic.edu/iiif/2/e277fbe6-0950-9abb-88a3-3d577b68f2cc/full/843,/0/default.jpg",,埃德加·J·斯通夫人的礼物,,2026-05-27,清朝（1644-1912）,未知,丝绸,中文,0.8,"Manchu
China",China,qing,Textiles,,e277fbe6-0950-9abb-88a3-3d577b68f2cc,,,False,Woman's Semiformal Shoe Tops (Uncut),"1900/10, Qing dynasty (1644–1911)",,"Silk, plain weave with discontinuous wefts; painted details",,Chinese,Gift of Mrs. Edgar J. Stone,Qing dynasty (1644-1912),Unknown,Silk,Art Institute of Chicago,Qing dynasty (c. 1644),未知,丝绸
16397,常子小鼎（常子鼎）,西周，公元前1046-771年。,,青铜,,7.4 × 12.6 cm (7 × 5 in.); Diam.: 12.7 cm (5 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/16397,"https://www.artic.edu/iiif/2/01211ffa-b134-8ce5-7e7f-3b88af60c669/full/843,/0/default.jpg",,伊迪丝·法恩斯沃斯博士收藏,,2026-05-27,西周（公元前1046-771年）,未知,青铜,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,01211ffa-b134-8ce5-7e7f-3b88af60c669,,,False,Small Tripod Cauldron of Chang Zi (Chang Zi ding),"Western Zhou dynasty, 1046–771 B.C.",,Bronze,,Chinese,Dr. Edith B. Farnsworth Collection,Western Zhou dynasty (1046-771 BCE),Unknown,Bronze,Art Institute of Chicago,Song dynasty (c. 1046),未知,青铜
79470,死亡：“我的讽刺超越了所有其他人！”，第3版，共6版,1889,,象牙纸上的黑色石版画，放在象牙编织纸上,,Image/chine: 20 × 26 cm (7 7/8 × 10 1/4 in.); Sheet: 34.5 × 50.5 cm (13 5/8 × 19 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/79470,"https://www.artic.edu/iiif/2/1f04277f-dc18-6fc6-02d6-2d5117f42369/full/843,/0/default.jpg",,Stickney系列,,2026-05-27,1889,未知,象牙,未知,0.8,"Odilon Redon
French, 1840-1916",France,,Prints and Drawings,,1f04277f-dc18-6fc6-02d6-2d5117f42369,,,False,"Death: ""My irony surpasses all others!"", plate 3 of 6",1889,,Lithograph in black on ivory China paper laid down on ivory wove paper,,Unknown,The Stickney Collection,1889,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1889),未知,象牙
263669,音乐与中国,1970,,奶油色织纸上的彩色石版画，带橡皮图章,,Sheet: 76 × 67 cm (29 15/16 × 26 7/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/263669,"https://www.artic.edu/iiif/2/74fb7d51-8524-6e13-9df6-5c431cca1dbe/full/843,/0/default.jpg",,索尔·斯坦伯格基金会的礼物,,2026-05-27,1970,未知,奶油色织纸上的彩色石版画，带橡皮图章,未知,0.8,"Saul Steinberg
American, born Romania, 1914-1999",United States,,Prints and Drawings,,74fb7d51-8524-6e13-9df6-5c431cca1dbe,,,False,Music and China,1970,,"Color lithograph, with rubber stamps, on cream wove paper",,Unknown,Gift of The Saul Steinberg Foundation,1970,Unknown,"Color lithograph, with rubber stamps, on cream wove paper",Art Institute of Chicago,Qing dynasty (c. 1970),未知,油
263943,紫禁城，中国,2004年，2022年印刷,,明胶银印,,45 × 30.2 cm (17 3/4 × 11 15/16 in.); Sheet: 50.7 × 40.4 cm (20 × 15 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/263943,"https://www.artic.edu/iiif/2/0bd8e07b-3759-0486-7f32-3cd8f9af97c0/full/843,/0/default.jpg",,鲁滕贝格策展基金会,,2026-05-27,2004年，2022年印刷,未知,明胶银,未知,0.8,"Santu Mofokeng
South Africa, 1956-2020",South Africa,,Photography and Media,,0bd8e07b-3759-0486-7f32-3cd8f9af97c0,,,False,"Forbidden City, China","2004, printed 2022",,Gelatin silver print,,Unknown,Ruttenberg Curatorial Endowment,"2004, printed 2022",Unknown,Gelatin silver,Art Institute of Chicago,Qing dynasty (c. 2004),未知,银
69827,弧形吊坠（黄）,公元前9/8世纪西周时期。,,翡翠,,3.5 × 11 × 0.3 cm (4 15/16 × 1 3/8 × 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69827,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,西周（公元前1046-771年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Arc-shaped pendant (huang),"Western Zhou period, 9th/8th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Western Zhou dynasty (1046-771 BCE),Unknown,Jade,Art Institute of Chicago,Song dynasty (c. 1046),未知,翡翠
6580,鸟和橡树,1848年，1849年印刷,,在象牙纸上蚀刻，放在象牙编织纸上,,Plate: 17.8 × 11.7 cm (7 1/16 × 4 5/8 in.); Primary support: 18.6 × 12.5 cm (7 3/8 × 4 15/16 in.); Secondary support: 30.2 × 22.3 cm (11 15/16 × 8 13/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/6580,"https://www.artic.edu/iiif/2/ef30c7fb-6f5b-cc72-e6d2-9a17e9bb03ec/full/843,/0/default.jpg",,阿尔伯特夫人和爱丽丝·鲁利耶小姐的礼物,,2026-05-27,1848年，1849年印刷,未知,象牙,未知,0.8,"Henri Joseph Harpignies
French, 1819-1916",France,,Prints and Drawings,,ef30c7fb-6f5b-cc72-e6d2-9a17e9bb03ec,,,False,Birches and Oaks,"1848, printed 1849",,"Etching on ivory China paper, laid down on ivory wove paper",,Unknown,Gift of Mrs. Albert and Miss Alice Roullier,"1848, printed 1849",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1848),未知,象牙
14326,Te po（夜），来自Noa Noa套房,1893-94年，1921年印刷出版,,灰色象牙瓷纸上的黑色木版印刷,,Image: 20.4 × 35.8 cm (8 1/16 × 14 1/8 in.); Sheet: 26.6 × 42.5 cm (10 1/2 × 16 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14326,"https://www.artic.edu/iiif/2/c9b76c23-a8dd-152e-e1b3-8e645447284d/full/843,/0/default.jpg",,约瑟夫·布鲁克斯博览会收藏,,2026-05-27,1893-94年，1921年印刷出版,未知,象牙,未知,0.8,"Paul Gauguin (French, 1848-1903)
printed by Pola Gauguin (Danish, born France, 1883-1961)
published by Christian Cato, Copenhagen",France,,Prints and Drawings,,c9b76c23-a8dd-152e-e1b3-8e645447284d,,,False,"Te po (The Night), from the Noa Noa Suite","1893–94, printed and published 1921",,Wood-block print in black ink on grayish-ivory China paper,,Unknown,The Joseph Brooks Fair Collection,"1893–94, printed and published 1921",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1893),未知,象牙
33964,“三弯”姿势的菩萨（特里邦加）,隋朝或初唐，7世纪初,,镀金铜合金,,,Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/33964,"https://www.artic.edu/iiif/2/613b6b64-7551-fd7c-4ae1-289411a086fd/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,唐朝（618-907）,未知,铜,中文,0.75,China,China,Chinese (culture or style),Arts of Asia,,613b6b64-7551-fd7c-4ae1-289411a086fd,,,False,"Bodhisattva in ""Thrice Bent"" Pose (Tribhanga)","Sui or early Tang dynasty, early 7th century",,Gilt copper alloy,,Chinese,Lucy Maud Buckingham Collection,Tang dynasty (618-907),Unknown,Copper,Art Institute of Chicago,Tang dynasty (c. 618),未知,铜
25230,水壶,瓷器：约1573-1610年（明朝1368-1644年，万历年间1573-1620年）；坐骑：约1610年,,硬瓷和银,,28 × 24.8 × 16.6 cm (11 × 9 3/4 × 6 1/2 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/25230,"https://www.artic.edu/iiif/2/f5224389-6f34-f076-cf98-af3125434ddc/full/843,/0/default.jpg",,Medard W.Welch先生和夫人的礼物,,2026-05-27,明朝（1368-1644）,未知,瓷,中文,0.8,"Porcelain: Jingdezhen, China; mounts: probably London",China,,Applied Arts of Europe,,f5224389-6f34-f076-cf98-af3125434ddc,,,False,Ewer,"Porcelain: c. 1573–1610 (Ming dynasty [1368–1644], Wanli period [1573–1620]); mounts: c. 1610",,Hard-paste porcelain and silver,,Chinese,Gift of Mr. and Mrs. Medard W. Welch,Ming dynasty (1368-1644),Unknown,Porcelain,Art Institute of Chicago,Ming dynasty (c. 1368),未知,瓷
21698,带有风格化诗意喷雾的叶形碗,北宋（960-1127），12世纪,,青白瓷；釉下雕花瓷器,,5.6 × 19.7 cm (2 3/16 × 7 3/4 in.); Diam.: 19.7 cm (7 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/21698,"https://www.artic.edu/iiif/2/cd3f0326-f11f-a3c3-aaf5-ac2f7582d694/full/843,/0/default.jpg",,拉塞尔·泰森的遗赠,,2026-05-27,宋朝（960-1279）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,cd3f0326-f11f-a3c3-aaf5-ac2f7582d694,,,False,Foliate Bowl with Stylized Poeny Spray,"Northern Song dynasty (960–1127), 12th century",,Qingbai ware; porcelain with underglaze carved decoration,,Chinese,Bequest of Russell Tyson,Song dynasty (960-1279),Unknown,Porcelain,Art Institute of Chicago,Song dynasty (c. 960),未知,瓷
89468,蛤壳形状的盒子,唐朝（618-907），8世纪上半叶,,银色，包裹镀金,,,Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/89468,"https://www.artic.edu/iiif/2/85bf83d4-df13-b905-c2c9-d1433c5325e2/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,唐朝（618-907）,未知,银,中文,0.75,China,China,Chinese (culture or style),Arts of Asia,,85bf83d4-df13-b905-c2c9-d1433c5325e2,,,False,Box in the Form of a Clamshell,"Tang dynasty (618–907), first half of 8th century",,Silver with parcel gilding,,Chinese,Lucy Maud Buckingham Collection,Tang dynasty (618-907),Unknown,Silver,Art Institute of Chicago,Tang dynasty (c. 618),未知,银
82294,刀锋,二里头时期，公元前两千年上半叶。,,翡翠,,11.8 × 102.1 × 0.4 cm (4 5/8 × 40 3/16 × 1/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/82294,,,凯特·S·白金汉捐赠基金会,,2026-05-27,二里头时期，公元前两千年上半叶。,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Blade,"Erlitou period, 1st half of 2nd millennium B.C.",,Jade,,Chinese,Kate S. Buckingham Endowment,"Erlitou period, 1st half of 2nd millennium B.C.",Unknown,Jade,Art Institute of Chicago,二里头时期，公元前两千年上半叶。,未知,翡翠
14331,中堂fenua（令人愉悦的土地），来自Noa Noa套房,1893年/94年，1921年印刷,,灰色象牙瓷纸上的黑色木版印刷,,Image: 35.5 × 20.5 cm (14 × 8 1/8 in.); Sheet: 42.3 × 26.7 cm (16 11/16 × 10 9/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14331,"https://www.artic.edu/iiif/2/0b63fe18-6de3-4982-9968-ed1e28cf59f4/full/843,/0/default.jpg",,约瑟夫·布鲁克斯博览会收藏,,2026-05-27,1893年/94年，1921年印刷,未知,象牙,未知,0.8,"Paul Gauguin (French, 1848-1903)
printed by Pola Gauguin (Danish, born France, 1883-1961)
published by Christian Cato, Copenhagen",France,,Prints and Drawings,,0b63fe18-6de3-4982-9968-ed1e28cf59f4,,,False,"Nave nave fenua (Delightful Land), from the Noa Noa Suite","1893/94, printed 1921",,Wood-block print in black ink on grayish-ivory China paper,,Unknown,The Joseph Brooks Fair Collection,"1893/94, printed 1921",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1893),未知,象牙
12352,莲花、Saggataria、Mallow和牡丹配菜,北宋（960-1127）/晋朝（1115-1234），12世纪初,,丁瓷；釉下模压装饰瓷器,,4.7 × 24.5 cm (1 7/8 × 9 5/8 in.); Diam.: 24.5 cm (9 5/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12352,"https://www.artic.edu/iiif/2/d0d9a3d7-54a5-f626-e887-f1762d9ba06f/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,宋朝（960-1279）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,d0d9a3d7-54a5-f626-e887-f1762d9ba06f,,,False,"Dish with with Lotus, Saggataria, Mallow, and Peony","Northern Song dynasty (960–1127)/Jin dynasty (1115–1234), early 12th century",,Ding ware; porcelain with underglaze mold-impressed decoration,,Chinese,Lucy Maud Buckingham Collection,Song dynasty (960-1279),Unknown,Porcelain,Art Institute of Chicago,Song dynasty (c. 960),未知,瓷
80912,牡丹卷、菊花喷雾、反面莲花盘,明朝（1368–1644）洪武年间（1368-98）,,釉下蓝瓷器,,2.4 × 19.6 cm (15/16 × 7 3/4 in.); Diam.: 19.6 cm (7 3/4 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/80912,"https://www.artic.edu/iiif/2/4ba5060a-fd73-1363-187c-6b1cffc3c219/full/843,/0/default.jpg",,拉塞尔·泰森的礼物,,2026-05-27,明朝（1368-1644）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,4ba5060a-fd73-1363-187c-6b1cffc3c219,,,False,"Dish with Peony Scrolls and Chrysanthemum Spray, and Lotus Panels on Reverse","Ming dynasty (1368–1644), Hongwu period (1368–98)",,Porcelain painted in underglaze blue,,Chinese,Gift of Russell Tyson,Ming dynasty (1368-1644),Unknown,Porcelain,Art Institute of Chicago,Ming dynasty (c. 1368),未知,瓷
70091,弧形吊坠,东周王朝，约公元前770年至公元前256年。,,翡翠,,Diam. 3 in.; 1/2 × 3/32 in.,Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/70091,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,东周王朝（公元前770-256年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Arc-shaped Pendant,"Eastern Zhou dynasty, c. 770–256 B.C.
c. 5th century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Eastern Zhou dynasty (770-256 BCE),Unknown,Jade,Art Institute of Chicago,Tang dynasty (c. 770),未知,翡翠
46261,猫头守护兽（珍母首）,唐朝（618-907），8世纪上半叶,,三色铅釉陶器,,H.: 100.7 cm (39 5/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/46261,"https://www.artic.edu/iiif/2/83533940-d8f8-7c44-8d9e-6176e71baa17/full/843,/0/default.jpg",,宝琳·帕尔默·伍德的礼物,,2026-05-27,唐朝（618-907）,未知,陶器,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,83533940-d8f8-7c44-8d9e-6176e71baa17,,,False,Feline-headed Guardian Beast (Zhenmushou),"Tang dynasty (618–907), 1st half of 8th century",,"Earthenware with three-color (sancai) lead glazes
and traces of pigments",,Chinese,Gift of Pauline Palmer Wood,Tang dynasty (618-907),Unknown,Earthenware,Art Institute of Chicago,Tang dynasty (c. 618),未知,陶器
69959,光盘（双）,西汉王朝，公元前2世纪/1世纪。,,翡翠,,Diam.: 25.9 cm (10 3/16 in.); Thickness: D.: 0.5 cm (3/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/69959,,,爱德华和路易丝B.Sonnenschein收藏,,2026-05-27,汉朝（公元前206年-公元220年）,未知,翡翠,中文,0.6000000000000001,China,China,Chinese (culture or style),Arts of Asia,,,,False,True,Disc (bi),"Western Han dynasty, 2nd/1st century B.C.",,Jade,,Chinese,Edward and Louise B. Sonnenschein Collection,Han dynasty (206 BCE-220 CE),Unknown,Jade,Art Institute of Chicago,汉朝（公元前206年-公元220年）,未知,翡翠
80721,西班牙歌手,1861–62,,象牙中国纸上的黑色蚀刻、雕刻和轮盘赌,,Image: 29.8 × 24.2 cm (11 3/4 × 9 9/16 in.); Plate: 29.8 × 24.4 cm (11 3/4 × 9 5/8 in.); Sheet: 34 × 32 cm (13 7/16 × 12 5/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/80721,"https://www.artic.edu/iiif/2/cd003def-b7c6-0dbe-04eb-53be1346c332/full/843,/0/default.jpg",,J.W.Loewenthal基金,,2026-05-27,1861–62,未知,象牙,未知,0.8,"Édouard Manet (French, 1832-1883)
printed by Auguste Delâtre (French, 1822-1907)",France,,Prints and Drawings,,cd003def-b7c6-0dbe-04eb-53be1346c332,,,False,The Spanish Singer,1861–62,,"Etching, lavis and roulette in black on ivory China paper",,Unknown,J. W. Loewenthal Fund,1861–62,Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1861),未知,象牙
12588,带有模拟篮子编织的罐子,清朝（1644-1911）,,釉下模压装饰瓷器,,10 × 6 cm (3 15/16 × 2 3/8 in.); Diam.: 6 cm (2 3/8 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/12588,"https://www.artic.edu/iiif/2/55265ff1-ff91-2e8a-f504-01760f9aacc8/full/843,/0/default.jpg",,露西·莫德·白金汉收藏,,2026-05-27,清朝（1644-1912）,未知,瓷,中文,0.8,China,China,Chinese (culture or style),Arts of Asia,,55265ff1-ff91-2e8a-f504-01760f9aacc8,,,False,Jar with Simulated Basket Weave,Qing dynasty (1644–1911),,Porcelain with underglaze molded decoration,,Chinese,Lucy Maud Buckingham Collection,Qing dynasty (1644-1912),Unknown,Porcelain,Art Institute of Chicago,Qing dynasty (c. 1644),未知,瓷
14314,Mahana atua（上帝之日）,1894/95年，1921年印刷出版,,灰色象牙瓷纸上的黑色木版印刷,,Image: 18.2 × 20.3 cm (7 3/16 × 8 in.); Sheet: 26.7 × 42.9 cm (10 9/16 × 16 15/16 in.),Art Institute of Chicago,"Chicago, United States",https://www.artic.edu/artworks/14314,"https://www.artic.edu/iiif/2/bb13f7b2-a169-aa60-239f-adf17f904ff8/full/843,/0/default.jpg",,约瑟夫·布鲁克斯博览会收藏,,2026-05-27,1894/95年，1921年印刷出版,未知,象牙,未知,0.8,"Paul Gauguin (French, 1848-1903)
printed by Pola Gauguin (Danish, born France, 1883-1961)
published by Christian Cato, Copenhagen",France,,Prints and Drawings,,bb13f7b2-a169-aa60-239f-adf17f904ff8,,,False,Mahana atua (Day of the God),"1894/95, printed and published 1921",,Wood-block print in black ink on grayish-ivory China paper,,Unknown,The Joseph Brooks Fair Collection,"1894/95, printed and published 1921",Unknown,Ivory,Art Institute of Chicago,Qing dynasty (c. 1894),未知,象牙
