object_id,title,description,dimensions,accession_number,detail_url,image_url,aligned_period,aligned_type,aligned_material,data_quality_score
141821,北京东村自画像,,,2023-104.13,https://artmuseum.princeton.edu/art/collections/141821,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8829,Qing dynasty (c. 1994),未知,银,0.65
141810,自画像，北京（第二期）,,,2023-104.2,https://artmuseum.princeton.edu/art/collections/141810,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8820,Qing dynasty (c. 1995),未知,银,0.65
141809,自画像,,,2023-229,https://artmuseum.princeton.edu/art/collections/141809,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_103021,Qing dynasty (c. 1931),未知,银,0.65
141807,踢踏舞连衣裙排练,,,2023-227,https://artmuseum.princeton.edu/art/collections/141807,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_103033,Qing dynasty (c. 1928),未知,银,0.65
141806,弗雷德里克斯堡,,,2023-226,https://artmuseum.princeton.edu/art/collections/141806,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13975,Qing dynasty (c. 1936),未知,银,0.65
141804,边桥谜案,,,2023-224,https://artmuseum.princeton.edu/art/collections/141804,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13977,Qing dynasty (c. 1929),未知,银,0.65
141803,霍森诺普夫二世,,,2023-223,https://artmuseum.princeton.edu/art/collections/141803,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_103023,Qing dynasty (c. 1930),未知,银,0.65
141792,伊利大教堂：南往东,,,2023-208,https://artmuseum.princeton.edu/art/collections/141792,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13968,Qing dynasty (c. 1891),未知,金,0.65
141785,巴黎芭蕾舞剧《Errante》中的女人和“天使”,,,2023-195,https://artmuseum.princeton.edu/art/collections/141785,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13971,Qing dynasty (c. 1933),未知,银,0.65
141747,凤凰与裕仁,日语,,2023-115,https://artmuseum.princeton.edu/art/collections/141747,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240430_12921,Ming dynasty (c. 1603),未知,丝绸,0.75
141742,吊灯项目,法语,,2023-103.57,https://artmuseum.princeton.edu/art/collections/141742,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9664,未知,未知,水彩,0.65
141741,交易所宫铜钟的波伊特姿势计划,法语,,2023-103.56,https://artmuseum.princeton.edu/art/collections/141741,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9654,Qing dynasty (c. 1827),未知,墨水,0.75
141738,门,法语,,2023-103.63,https://artmuseum.princeton.edu/art/collections/141738,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9595,未知,未知,,0.65
141732,大厅门楣框架平面图,法语,,2023-103.50,https://artmuseum.princeton.edu/art/collections/141732,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9580,Qing dynasty (c. 1816),未知,墨水,0.75
141729,大厅脚手架,法语,,2023-103.47,https://artmuseum.princeton.edu/art/collections/141729,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9565,Qing dynasty (c. 1816),未知,墨水,0.75
141725,Plan Coupe Elevation，des entailles a faire pour les chains des angles du palais de la Bourse（交易所角落链条的平面图、剖面图和立面图）,法语,,2023-103.43,https://artmuseum.princeton.edu/art/collections/141725,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9629,Qing dynasty (c. 1814),未知,墨水,0.75
141716,脚手架图纸、平面图和立面图,,,2023-103.33,https://artmuseum.princeton.edu/art/collections/141716,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9472,Qing dynasty (c. 1812),未知,墨水,0.65
141715,Bon pour l'Execution des trois ponts de Service du cotédu grand Peron，Brogniart（关于在主要外部楼梯一侧建造三座服务桥的协议）,,,2023-103.32,https://artmuseum.princeton.edu/art/collections/141715,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9482,Qing dynasty (c. 1812),未知,水墨,0.65
141713,表单,法语,,2023-103.30,https://artmuseum.princeton.edu/art/collections/141713,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9497,Qing dynasty (c. 1811),未知,墨水,0.75
141709,地下室主楼梯腹股沟拱顶的形式,法语,,2023-103.26,https://artmuseum.princeton.edu/art/collections/141709,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9499,Qing dynasty (c. 1811),未知,墨水,0.75
141688,帝国交易所和商业法庭项目计划,法语,,2023-103.5,https://artmuseum.princeton.edu/art/collections/141688,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9530,未知,未知,水墨,0.65
141686,横截面,法语,,2023-103.3,https://artmuseum.princeton.edu/art/collections/141686,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9474,未知,未知,墨水,0.65
141684,généraux平面图,,,2023-103.1,https://artmuseum.princeton.edu/art/collections/141684,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9479,未知,未知,墨水,0.55
141653,无题（黄色），选自《彩色我》系列（1998-2003）,,,2023-132,https://artmuseum.princeton.edu/art/collections/141653,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240531_14086,Qing dynasty (c. 1998),未知,,0.65
141652,麦加和麦地那的两个全景,印度人,,2023-73 a-b,https://artmuseum.princeton.edu/art/collections/141652,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_231117_9774,Qing dynasty (c. 1840),未知,水彩,0.75
141594,专辑或Pauwel专辑,,,2023-127.1-.20,https://artmuseum.princeton.edu/art/collections/141594,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240605_14197,Qing dynasty (c. 2013),未知,,0.65
141586,高度I,,,2023-230,https://artmuseum.princeton.edu/art/collections/141586,https://media.artmuseum.princeton.edu/iiif/3/collection/RBS22-001-4_Heights_I_A_small,Qing dynasty (c. 2022),未知,青铜,0.65
141517,女式包装纸,江户北部,,2023-38,https://artmuseum.princeton.edu/art/collections/141517,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240319_12140,Qing dynasty (c. 1950),未知,棉花,0.75
141514,立人像,奥尔梅克风格,,2024-17,https://artmuseum.princeton.edu/art/collections/141514,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240520_13409,中期形成期,未知,翡翠,0.75
141512,女性雕像,Tlatilco（D1型）,,2024-20,https://artmuseum.princeton.edu/art/collections/141512,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240521_13427,早期形成期,未知,陶瓷,0.75
141510,男性雕像,Tlatilco（D4型）,,2024-18,https://artmuseum.princeton.edu/art/collections/141510,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240521_13422,早期形成期,未知,陶瓷,0.75
141189,带有雕刻装饰的Mäsquäl（游行十字架）,埃塞俄比亚的,,2023-190,https://artmuseum.princeton.edu/art/collections/141189,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240212_11291,Ming dynasty (c. 1480),未知,黄铜,0.75
141165,Prestige tza（臂章）,巴米累克,,2023-79,https://artmuseum.princeton.edu/art/collections/141165,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240126_10532,20世纪初,未知,象牙,0.75
141163,图,多贡,,2023-77,https://artmuseum.princeton.edu/art/collections/141163,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_231212_10153,约20世纪初,未知,木头,0.75
141159,恒星的诞生——哈勃太空望远镜在可见光下捕捉到的鹰状星云中的创造之柱。恒星托儿所隐藏在尘埃和气体塔内。,,,2025-66,https://artmuseum.princeton.edu/art/collections/141159,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-8-25_ref,Qing dynasty (c. 1995),未知,,0.65
141137,Nora Kaye，美国芭蕾舞剧院,,,2023-45,https://artmuseum.princeton.edu/art/collections/141137,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7658,Qing dynasty (c. 1947),未知,银,0.65
141136,科德角,,,2023-44,https://artmuseum.princeton.edu/art/collections/141136,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7666,Qing dynasty (c. 1972),未知,银,0.65
141123,地铁，睡眠,,,2022-515,https://artmuseum.princeton.edu/art/collections/141123,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7874,Qing dynasty (c. 1934),未知,木头,0.65
141114,乐福（二流子二流子),,,2023-30,https://artmuseum.princeton.edu/art/collections/141114,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9081,Qing dynasty (c. 2022),未知,油,0.65
141108,彼得·邦内尔,,,2023-97,https://artmuseum.princeton.edu/art/collections/141108,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7674,Qing dynasty (c. 1974),未知,银,0.65
141103,日本,,,2023-92,https://artmuseum.princeton.edu/art/collections/141103,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7813,Qing dynasty (c. 1990),未知,,0.65
141099,日本,,,2023-88,https://artmuseum.princeton.edu/art/collections/141099,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7809,Qing dynasty (c. 1990),未知,,0.65
141087,六比十,,,2023-111 a-b,https://artmuseum.princeton.edu/art/collections/141087,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_231130_9938,Qing dynasty (c. 2007),未知,瓷,0.65
141075,佛罗里达州迈阿密西南57大道11000号,,,2022-365,https://artmuseum.princeton.edu/art/collections/141075,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7703,Qing dynasty (c. 1979),未知,,0.65
141072,利马2号线,,,2022-362,https://artmuseum.princeton.edu/art/collections/141072,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240118_10463,Qing dynasty (c. 1977),未知,,0.65
141061,新泽西海岸的帆船,,,2022-301,https://artmuseum.princeton.edu/art/collections/141061,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240108_10389,Qing dynasty (c. 1870),未知,油,0.65
141048,微型罐子,,,2023-247,https://artmuseum.princeton.edu/art/collections/141048,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240814_15842,20世纪末或21世纪初,未知,陶瓷,0.65
141042,回廊,,,2022-316,https://artmuseum.princeton.edu/art/collections/141042,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7713,Qing dynasty (c. 1999),未知,银,0.65
141040,E.N。,,,2022-314,https://artmuseum.princeton.edu/art/collections/141040,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7717,Qing dynasty (c. 1972),未知,银,0.65
141033,无题,,,2022-323,https://artmuseum.princeton.edu/art/collections/141033,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7783,Qing dynasty (c. 1965),未知,银,0.65
141032,芝加哥,,,2022-322,https://artmuseum.princeton.edu/art/collections/141032,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7768,Qing dynasty (c. 1962),未知,银,0.65
141030,无题,,,2022-321,https://artmuseum.princeton.edu/art/collections/141030,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7781,Qing dynasty (c. 1962),未知,银,0.65
141012,五位美女崛起（萨凡纳）,,,2022-211 a,https://artmuseum.princeton.edu/art/collections/141012,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_5574,Qing dynasty (c. 2012),未知,,0.65
141010,抽象柠檬,,,2022-256,https://artmuseum.princeton.edu/art/collections/141010,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7697,Qing dynasty (c. 1980),未知,银,0.65
141007,天使报喜（Annunciation）,,,2022-254,https://artmuseum.princeton.edu/art/collections/141007,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7820,Qing dynasty (c. 1942),未知,银,0.65
141006,马迪洛大战（公元）,,,2022-251,https://artmuseum.princeton.edu/art/collections/141006,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2022-85-2_ref,Qing dynasty (c. 2017),未知,木头,0.65
140974,盘子,,,2023-381,https://artmuseum.princeton.edu/art/collections/140974,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240205_11250,大约20世纪40年代,未知,陶瓷,0.65
140964,毯子/丝巾,Diné,,2023-393,https://artmuseum.princeton.edu/art/collections/140964,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240315_12104,大约19世纪80年代,未知,羊毛,0.75
140959,早期过渡编织,Diné,,2023-394,https://artmuseum.princeton.edu/art/collections/140959,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240314_12068,Qing dynasty (c. 1885),未知,羊毛,0.75
140943,拔羽毛镇纸花瓶,,,2023-378,https://artmuseum.princeton.edu/art/collections/140943,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240131_10963,Qing dynasty (c. 1907),未知,玻璃,0.65
140942,花形花瓶,,,2022-291,https://artmuseum.princeton.edu/art/collections/140942,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8302,20世纪初,未知,玻璃,0.65
140941,蜡烛台,,,2022-290,https://artmuseum.princeton.edu/art/collections/140941,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8700,20世纪初,未知,青铜,0.65
140940,Millefiori花瓶,,,2022-289,https://artmuseum.princeton.edu/art/collections/140940,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8111,20世纪初,未知,玻璃,0.65
140931,花蕾花瓶,,,2022-280,https://artmuseum.princeton.edu/art/collections/140931,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8286,20世纪初,未知,玻璃,0.65
140926,纸制花瓶,,,2022-275,https://artmuseum.princeton.edu/art/collections/140926,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8440,20世纪初,未知,玻璃,0.65
140887,妓女在游行,日语,,2022-230,https://artmuseum.princeton.edu/art/collections/140887,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7071,Ming dynasty (c. 1603),未知,金,0.75
140867,抽象体：ꛦ,,,2022-207,https://artmuseum.princeton.edu/art/collections/140867,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101486,Qing dynasty (c. 2022),未知,水彩,0.65
140862,图腾,,,2022-231,https://artmuseum.princeton.edu/art/collections/140862,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240422_12704,Qing dynasty (c. 2005),未知,青铜,0.65
140849,沥青工人,,,2022-505,https://artmuseum.princeton.edu/art/collections/140849,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7983,Qing dynasty (c. 1928),未知,,0.65
140841,疯人院角落,,,2022-498,https://artmuseum.princeton.edu/art/collections/140841,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7911,Qing dynasty (c. 1940),未知,,0.65
140835,麦克白-第五幕,,,2022-492,https://artmuseum.princeton.edu/art/collections/140835,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8007,Qing dynasty (c. 1938),未知,,0.65
140818,老97号沉船,,,2023-373,https://artmuseum.princeton.edu/art/collections/140818,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2022-72-118_ref,Qing dynasty (c. 1942),未知,,0.65
140817,The Bowery,,,2022-474,https://artmuseum.princeton.edu/art/collections/140817,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7904,Qing dynasty (c. 1928),未知,,0.65
140815,钢铁之躯,,,2022-473,https://artmuseum.princeton.edu/art/collections/140815,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7926,Qing dynasty (c. 1936),未知,,0.65
140814,市政厅上空的风暴,,,2022-472,https://artmuseum.princeton.edu/art/collections/140814,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7918,Qing dynasty (c. 1936),未知,,0.65
140807,穿过布鲁克林大桥电缆,,,2023-370,https://artmuseum.princeton.edu/art/collections/140807,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2022-72-107_ref,Qing dynasty (c. 1938),未知,,0.65
140804,曼哈顿上空的风暴,,,2022-518,https://artmuseum.princeton.edu/art/collections/140804,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7952,Qing dynasty (c. 1935),未知,,0.65
140803,研究一个戴红帽子的女人,,,2023-369,https://artmuseum.princeton.edu/art/collections/140803,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2022-72-103_ref_2,Qing dynasty (c. 1930),未知,,0.65
140795,偶遇,,,2022-462,https://artmuseum.princeton.edu/art/collections/140795,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7916,Qing dynasty (c. 1940),未知,,0.65
140789,曼哈顿峡谷,,,2022-457,https://artmuseum.princeton.edu/art/collections/140789,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7998,Qing dynasty (c. 1934),未知,,0.65
140788,曼哈顿风暴逼近,,,2022-456,https://artmuseum.princeton.edu/art/collections/140788,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8004,Qing dynasty (c. 1937),未知,,0.65
140784,拆除纽约,,,2022-452,https://artmuseum.princeton.edu/art/collections/140784,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101546,Qing dynasty (c. 1913),未知,,0.65
140781,对比,,,2022-449,https://artmuseum.princeton.edu/art/collections/140781,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101536,Qing dynasty (c. 1930),未知,,0.65
140770,波托马克河对岸,,,2022-438,https://artmuseum.princeton.edu/art/collections/140770,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101518,未知,未知,,0.55
140765,Rookeries酒店，纽约,,,2022-433,https://artmuseum.princeton.edu/art/collections/140765,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101506,Qing dynasty (c. 1916),未知,,0.65
140763,英冠无名英雄,,,2022-432,https://artmuseum.princeton.edu/art/collections/140763,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7980,Qing dynasty (c. 1942),未知,,0.65
140749,怪人,,,2022-421,https://artmuseum.princeton.edu/art/collections/140749,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7897,Qing dynasty (c. 1936),未知,,0.65
140748,雪街,,,2022-420,https://artmuseum.princeton.edu/art/collections/140748,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7881,未知,未知,,0.55
140745,通宵午餐,,,2022-417,https://artmuseum.princeton.edu/art/collections/140745,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7935,Qing dynasty (c. 1936),未知,,0.65
140731,两翼,,,2022-402,https://artmuseum.princeton.edu/art/collections/140731,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7991,Qing dynasty (c. 1945),未知,木头,0.65
140727,醉水手,,,2022-398,https://artmuseum.princeton.edu/art/collections/140727,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7984,Qing dynasty (c. 1945),未知,木头,0.65
140723,8号包厘街,,,2022-394,https://artmuseum.princeton.edu/art/collections/140723,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7972,Qing dynasty (c. 1941),未知,木头,0.65
140714,浅水溪,,,2022-385,https://artmuseum.princeton.edu/art/collections/140714,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7974,Qing dynasty (c. 1939),未知,,0.65
140711,48岁时的自画像,,,2022-383,https://artmuseum.princeton.edu/art/collections/140711,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8014,Qing dynasty (c. 1973),未知,,0.65
140709,西42街，纽约,,,2022-381,https://artmuseum.princeton.edu/art/collections/140709,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7943,Qing dynasty (c. 1922),未知,水彩,0.65
140708,巴西建筑商,,,2022-380,https://artmuseum.princeton.edu/art/collections/140708,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7892,Qing dynasty (c. 1933),未知,,0.65
140706,残骸,,,2022-378,https://artmuseum.princeton.edu/art/collections/140706,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8020,Qing dynasty (c. 1937),未知,,0.65
140705,干船坞男人,,,2022-377,https://artmuseum.princeton.edu/art/collections/140705,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_8000,Qing dynasty (c. 1937),未知,,0.65
140704,管道和制动器,,,2022-376,https://artmuseum.princeton.edu/art/collections/140704,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7961,Qing dynasty (c. 1937),未知,,0.65
140703,连接器,,,2022-375,https://artmuseum.princeton.edu/art/collections/140703,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7924,Qing dynasty (c. 1942),未知,,0.65
140698,K线,,,2022-272 a-b,https://artmuseum.princeton.edu/art/collections/140698,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_6789,20世纪初,未知,陶瓷,0.65
140695,罐子,,,2022-269,https://artmuseum.princeton.edu/art/collections/140695,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_6758,20世纪初,未知,陶瓷,0.65
140633,70年代的生活方式,,,2022-198,https://artmuseum.princeton.edu/art/collections/140633,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101330,Qing dynasty (c. 1976),未知,银,0.65
140623,切纸,,,2022-206.6,https://artmuseum.princeton.edu/art/collections/140623,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101675,Qing dynasty (c. 2022),未知,,0.65
140621,黑色大理花,,,2022-206.4,https://artmuseum.princeton.edu/art/collections/140621,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101673,Qing dynasty (c. 2022),未知,,0.65
140620,设拉子1918（小规模行动）,,,2022-206.3,https://artmuseum.princeton.edu/art/collections/140620,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101672,Qing dynasty (c. 2022),未知,,0.65
140619,TPA JAX第30页,,,2022-206.2,https://artmuseum.princeton.edu/art/collections/140619,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101671,Qing dynasty (c. 2022),未知,,0.65
140571,伯纳黛特旋转，负担大厦，纽约市,,,2022-245,https://artmuseum.princeton.edu/art/collections/140571,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101315,Qing dynasty (c. 1997),未知,银,0.65
140570,威尼斯黄金宫,,,2022-226,https://artmuseum.princeton.edu/art/collections/140570,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101451,Qing dynasty (c. 1855),未知,,0.65
140501,水果碗,,,2022-213,https://artmuseum.princeton.edu/art/collections/140501,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2022-52-1_ref,Qing dynasty (c. 2019),未知,,0.65
140466,种子罐,,,2022-168,https://artmuseum.princeton.edu/art/collections/140466,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAM22_2917,Qing dynasty (c. 2004),未知,陶瓷,0.65
140452,罐子,,,2022-154,https://artmuseum.princeton.edu/art/collections/140452,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAM22_3480,可能是20世纪下半叶,未知,陶瓷,0.65
140451,罐子,,,2022-153,https://artmuseum.princeton.edu/art/collections/140451,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAM22_3485,可能是20世纪下半叶,未知,陶瓷,0.65
140440,罐子,,,2022-142,https://artmuseum.princeton.edu/art/collections/140440,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAM22_3555,大约20世纪70年代,未知,陶瓷,0.65
140428,旗帜系列,,,2022-96,https://artmuseum.princeton.edu/art/collections/140428,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101365,Qing dynasty (c. 1972),未知,银,0.65
140427,西奥多·德鲁里（Theodore Drury Opera Company的创始人）,,,2022-95,https://artmuseum.princeton.edu/art/collections/140427,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101410,Qing dynasty (c. 1900),未知,金,0.65
140383,陶汉诺克瀑布,,,2022-75,https://artmuseum.princeton.edu/art/collections/140383,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7702,Qing dynasty (c. 1996),未知,银,0.65
140380,我们共享的家（梦想室）,,,CC2022-1,https://artmuseum.princeton.edu/art/collections/140380,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAM23_85A1753,Qing dynasty (c. 2022),未知,,0.65
140314,为一群就座的绅士表演舞蹈（诺奇）,印度人，公司学校,,2022-39,https://artmuseum.princeton.edu/art/collections/140314,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101798,Qing dynasty (c. 1810),未知,水彩,0.75
140313,有盖盒子,泰语,,2022-130 a-b,https://artmuseum.princeton.edu/art/collections/140313,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7456,Song dynasty (c. 1238),未知,炻器,0.75
140307,有盖香盒,韩语,,2022-127 a-b,https://artmuseum.princeton.edu/art/collections/140307,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7449,Ming dynasty (c. 1392),未知,木头,0.75
140296,两只鸟守卫睡觉Kiviuk,,,2022-343,https://artmuseum.princeton.edu/art/collections/140296,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_231205_9995,Qing dynasty (c. 1981),未知,,0.65
140278,家庭,,,2022-331,https://artmuseum.princeton.edu/art/collections/140278,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_5333,20世纪70年代初,未知,石头,0.65
140263,牧羊人的崇拜,,,2022-81,https://artmuseum.princeton.edu/art/collections/140263,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2022-21-1_ref,未知,未知,墨水,0.55
140249,1930运输农产品，亚利桑那州凤凰城郊区,,,2022-28.5,https://artmuseum.princeton.edu/art/collections/140249,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_100919,Qing dynasty (c. 1995),未知,银,0.65
140219,Nellie Mae Rowe，佐治亚州维宁斯,,,2022-57,https://artmuseum.princeton.edu/art/collections/140219,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101288,Qing dynasty (c. 1971),未知,银,0.65
140216,高表壳时钟,,,2022-249,https://artmuseum.princeton.edu/art/collections/140216,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_7260,Qing dynasty (c. 1760),未知,黄铜,0.65
140214,天秋平花瓶,中文,,2022-61,https://artmuseum.princeton.edu/art/collections/140214,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_5993,Qing dynasty (c. 1644),未知,瓷,0.75
140209,精心打扮的男性雕像,Tlatilco（D1型）,,2022-105,https://artmuseum.princeton.edu/art/collections/140209,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_5678,早期形成期,未知,陶瓷,0.75
140133,梅里达二世,,,2022-140,https://artmuseum.princeton.edu/art/collections/140133,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101353,Qing dynasty (c. 2019),未知,,0.65
140132,梅里达一世,,,2022-139,https://artmuseum.princeton.edu/art/collections/140132,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_101349,Qing dynasty (c. 2019),未知,,0.65
140107,肖（aṣọ-科伊佩莱）,,,2021-252,https://artmuseum.princeton.edu/art/collections/140107,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240319_12145,19世纪末,未知,棉花,0.65
140077,Ganymede的绑架,,,2022-13,https://artmuseum.princeton.edu/art/collections/140077,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX22_0494,Ming dynasty (c. 1636),未知,油,0.65
