object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,_image_valid,image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en
110915,罗切斯特,1954年8月22日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110915,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09907,,,x1980-5577,2026-05-27,1954年8月22日,未知,明胶银,未知,0.65,,"August 22, 1954",,x1980-5577,Gelatin silver print,,False,False,Rochester,"August 22, 1954",,Gelatin silver print,,Unknown,,"August 22, 1954",Unknown,Gelatin silver
110911,罗切斯特,1955年1月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110911,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09899,,,x1980-5573,2026-05-27,1955年1月,未知,明胶银,未知,0.65,,January 1955,,x1980-5573,Gelatin silver print,,False,False,Rochester,January 1955,,Gelatin silver print,,Unknown,,January 1955,Unknown,Gelatin silver
110908,布里斯托尔中心，纽约,1955年10月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110908,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09893,,,x1980-5570,2026-05-27,1955年10月,未知,明胶银,未知,0.65,,October 1955,,x1980-5570,Gelatin silver print,,False,False,"Bristol Center, New York",October 1955,,Gelatin silver print,,Unknown,,October 1955,Unknown,Gelatin silver
110903,旧金山唐人街,1953年2月15日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110903,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09886,,,x1980-5565,2026-05-27,1953年2月15日,未知,明胶银,未知,0.65,,"February 15, 1953",,x1980-5565,Gelatin silver print,,False,False,"Chinatown, San Francisco","February 15, 1953",,Gelatin silver print,,Unknown,,"February 15, 1953",Unknown,Gelatin silver
110902,中国新年（旧金山唐人街）,1953年2月15日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110902,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09884,,,x1980-5564,2026-05-27,1953年2月15日,未知,明胶银,中文,0.65,,"February 15, 1953",,x1980-5564,Gelatin silver print,,False,False,"Chinese New Year (Chinatown, San Francisco)","February 15, 1953",,Gelatin silver print,,Chinese,,"February 15, 1953",Unknown,Gelatin silver
110893,Point Lobos州立公园，加利福尼亚州,1953年5月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110893,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09866,,,x1980-5555,2026-05-27,1953年5月28日,未知,明胶银,未知,0.65,,"May 28, 1953",,x1980-5555,Gelatin silver print,,False,False,"Point Lobos State Park, California","May 28, 1953",,Gelatin silver print,,Unknown,,"May 28, 1953",Unknown,Gelatin silver
110889,Point Lobos州立公园，加利福尼亚州,1953年5月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110889,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09860,,,x1980-5552,2026-05-27,1953年5月28日,未知,明胶银,未知,0.65,,"May 28, 1953",,x1980-5552,Gelatin silver print,,False,False,"Point Lobos State Park, California","May 28, 1953",,Gelatin silver print,,Unknown,,"May 28, 1953",Unknown,Gelatin silver
110888,Point Lobos州立公园，加利福尼亚州,1953年5月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110888,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09858,,,x1980-5551,2026-05-27,1953年5月28日,未知,明胶银,未知,0.65,,"May 28, 1953",,x1980-5551,Gelatin silver print,,False,False,"Point Lobos State Park, California","May 28, 1953",,Gelatin silver print,,Unknown,,"May 28, 1953",Unknown,Gelatin silver
110883,加利福尼亚州洛沃斯角州立公园北滩,1953年10月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110883,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09850,,,x1980-5546,2026-05-27,1953年10月,未知,明胶银,未知,0.65,,October 1953,,x1980-5546,Gelatin silver print,,False,False,"North Beach, Point Lobos State Park, California",October 1953,,Gelatin silver print,,Unknown,,October 1953,Unknown,Gelatin silver
110876,旧金山唐人街,1953年2月13日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110876,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09836,,,x1980-5539,2026-05-27,1953年2月13日,未知,明胶银,未知,0.65,,"February 13, 1953",,x1980-5539,Gelatin silver print,,False,False,"Chinatown, San Francisco","February 13, 1953",,Gelatin silver print,,Unknown,,"February 13, 1953",Unknown,Gelatin silver
110873,Point Reyes，加利福尼亚州,1953年2月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110873,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09830,,,x1980-5536,2026-05-27,1953年2月28日,未知,明胶银,未知,0.65,,"February 28, 1953",,x1980-5536,Gelatin silver print,,False,False,"Point Reyes, California","February 28, 1953",,Gelatin silver print,,Unknown,,"February 28, 1953",Unknown,Gelatin silver
110872,William Smith，Point Reyes，加利福尼亚州,1953年2月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110872,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09829,,,x1980-5535,2026-05-27,1953年2月28日,未知,明胶银,未知,0.65,,"February 28, 1953",,x1980-5535,Gelatin silver print,,False,False,"William Smith, Point Reyes, California","February 28, 1953",,Gelatin silver print,,Unknown,,"February 28, 1953",Unknown,Gelatin silver
110870,William Smith，Point Reyes，加利福尼亚州,1953年2月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110870,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09825,,,x1980-5533,2026-05-27,1953年2月28日,未知,明胶银,未知,0.65,,"February 28, 1953",,x1980-5533,Gelatin silver print,,False,False,"William Smith, Point Reyes, California","February 28, 1953",,Gelatin silver print,,Unknown,,"February 28, 1953",Unknown,Gelatin silver
110865,无题,1954,,油和油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110865,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMSTU2021_64099,,,2021-175,2026-05-27,1954,未知,油和油墨,未知,0.65,,1954,,2021-175,Oil and ink,,False,False,Untitled,1954,,Oil and ink,,Unknown,,1954,Unknown,Oil and ink
110864,William Smith，Point Reyes，加利福尼亚州,1953年2月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110864,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09815,,,x1980-5528,2026-05-27,1953年2月28日,未知,明胶银,未知,0.65,,"February 28, 1953",,x1980-5528,Gelatin silver print,,False,False,"William Smith, Point Reyes, California","February 28, 1953",,Gelatin silver print,,Unknown,,"February 28, 1953",Unknown,Gelatin silver
110863,William Smith，Point Reyes，加利福尼亚州,1953年2月28日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110863,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09813,,,x1980-5527,2026-05-27,1953年2月28日,未知,明胶银,未知,0.65,,"February 28, 1953",,x1980-5527,Gelatin silver print,,False,False,"William Smith, Point Reyes, California","February 28, 1953",,Gelatin silver print,,Unknown,,"February 28, 1953",Unknown,Gelatin silver
110861,威廉·史密斯，旧金山杰克逊街135号,1953年3月3日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110861,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09809,,,x1980-5525,2026-05-27,1953年3月3日,未知,明胶银,未知,0.65,,"March 3, 1953",,x1980-5525,Gelatin silver print,,False,False,"William Smith, 135 Jackson Street, San Francisco","March 3, 1953",,Gelatin silver print,,Unknown,,"March 3, 1953",Unknown,Gelatin silver
110857,威廉·史密斯，加利福尼亚州斯廷森海滩,1953年3月20日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110857,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09791,,,x1980-5521,2026-05-27,1953年3月20日,未知,明胶银,未知,0.65,,"March 20, 1953",,x1980-5521,Gelatin silver print,,False,False,"William Smith, Stinson Beach, California","March 20, 1953",,Gelatin silver print,,Unknown,,"March 20, 1953",Unknown,Gelatin silver
110855,威廉·史密斯，加利福尼亚州斯廷森海滩,1953年3月20日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110855,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09795,,,x1980-5519,2026-05-27,1953年3月20日,未知,明胶银,未知,0.65,,"March 20, 1953",,x1980-5519,Gelatin silver print,,False,False,"William Smith, Stinson Beach, California","March 20, 1953",,Gelatin silver print,,Unknown,,"March 20, 1953",Unknown,Gelatin silver
110854,威廉·史密斯，加利福尼亚州斯廷森海滩,1953年3月20日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110854,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09789,,,x1980-5518,2026-05-27,1953年3月20日,未知,明胶银,未知,0.65,,"March 20, 1953",,x1980-5518,Gelatin silver print,,False,False,"William Smith, Stinson Beach, California","March 20, 1953",,Gelatin silver print,,Unknown,,"March 20, 1953",Unknown,Gelatin silver
110850,加利福尼亚州圣马特奥县火柴棒湾,1953年4月10日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110850,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09799,,,x1980-5514,2026-05-27,1953年4月10日,未知,明胶银,未知,0.65,,"April 10, 1953",,x1980-5514,Gelatin silver print,,False,False,"Matchstick Cove, San Mateo County, California","April 10, 1953",,Gelatin silver print,,Unknown,,"April 10, 1953",Unknown,Gelatin silver
110841,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110841,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09645,,,x1980-5505,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,x1980-5505,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
110839,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110839,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09717,,,x1980-5503,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,x1980-5503,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
110838,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110838,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09712,,,x1980-5502,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,x1980-5502,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
110836,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110836,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09643,,,x1980-5500,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,x1980-5500,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
110834,詹姆斯·马沙尔，罗切斯特,1957年5月1日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110834,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09642,,,x1980-5498,2026-05-27,1957年5月1日,未知,明胶银,未知,0.65,,"May 1, 1957",,x1980-5498,Gelatin silver print,,False,False,"James Marchael, Rochester","May 1, 1957",,Gelatin silver print,,Unknown,,"May 1, 1957",Unknown,Gelatin silver
110818,罗切斯特威廉·史密斯,1957年1月10日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110818,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09628,,,x1980-5482,2026-05-27,1957年1月10日,未知,明胶银,未知,0.65,,"January 10, 1957",,x1980-5482,Gelatin silver print,,False,False,"William Smith, Rochester","January 10, 1957",,Gelatin silver print,,Unknown,,"January 10, 1957",Unknown,Gelatin silver
110816,罗切斯特威廉·史密斯,1957年1月10日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110816,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09626,,,x1980-5480,2026-05-27,1957年1月10日,未知,明胶银,未知,0.65,,"January 10, 1957",,x1980-5480,Gelatin silver print,,False,False,"William Smith, Rochester","January 10, 1957",,Gelatin silver print,,Unknown,,"January 10, 1957",Unknown,Gelatin silver
110812,男子肖像,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110812,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09622,,,x1980-5476,2026-05-27,1957,未知,明胶银,未知,0.65,,1957,,x1980-5476,Gelatin silver print,,False,False,Portrait of a man,1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver
110798,男子肖像,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110798,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09608,,,x1980-5462,2026-05-27,1957,未知,明胶银,未知,0.65,,1957,,x1980-5462,Gelatin silver print,,False,False,Portrait of a man,1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver
110796,男子肖像,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110796,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09606,,,x1980-5460,2026-05-27,1957,未知,明胶银,未知,0.65,,1957,,x1980-5460,Gelatin silver print,,False,False,Portrait of a man,1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver
110795,男子肖像,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110795,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09605,,,x1980-5459,2026-05-27,1957,未知,明胶银,未知,0.65,,1957,,x1980-5459,Gelatin silver print,,False,False,Portrait of a man,1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver
110790,雷·戈弗雷，罗切斯特,1956年4月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110790,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09714,,,x1980-5454,2026-05-27,1956年4月,未知,明胶银,未知,0.65,,April 1956,,x1980-5454,Gelatin silver print,,False,False,"Ray Godfrey, Rochester",April 1956,,Gelatin silver print,,Unknown,,April 1956,Unknown,Gelatin silver
110762,男子肖像,1957,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110762,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09670,,,x1980-5426,2026-05-27,1957,未知,明胶银,未知,0.65,,1957,,x1980-5426,Gelatin silver print,,False,False,Portrait of a man,1957,,Gelatin silver print,,Unknown,,1957,Unknown,Gelatin silver
110758,大卫·乌兰，马萨诸塞州阿灵顿,1975年11月5日,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110758,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA08991,,,x1980-5422,2026-05-27,1975年11月5日,未知,明胶银,未知,0.65,,"November 5, 1975",,x1980-5422,Gelatin silver print,,False,False,"David Ulan, Arlington, Massachusetts","November 5, 1975",,Gelatin silver print,,Unknown,,"November 5, 1975",Unknown,Gelatin silver
110756,肖像,1975,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110756,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09493,,,x1980-5420,2026-05-27,1975,未知,明胶银,未知,0.65,,1975,,x1980-5420,Gelatin silver print,,False,False,Portrait,1975,,Gelatin silver print,,Unknown,,1975,Unknown,Gelatin silver
110753,男子肖像,1973,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110753,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09552,,,x1980-5417,2026-05-27,1973,未知,明胶银,未知,0.65,,1973,,x1980-5417,Gelatin silver print,,False,False,Portrait of a man,1973,,Gelatin silver print,,Unknown,,1973,Unknown,Gelatin silver
110749,杰瑞·托马内克,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110749,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09593,,,x1980-5413,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5413,Gelatin silver print,,False,False,Jerry Tomanek,1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110748,杰瑞·托马内克,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110748,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09592,,,x1980-5412,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5412,Gelatin silver print,,False,False,Jerry Tomanek,1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110745,Bea Paipert，马萨诸塞州阿灵顿,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110745,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09589,,,x1980-5409,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5409,Gelatin silver print,,False,False,"Bea Paipert, Arlington, Massachusetts",1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110740,Bea Paipert，马萨诸塞州阿灵顿,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110740,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09599,,,x1980-5404,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5404,Gelatin silver print,,False,False,"Bea Paipert, Arlington, Massachusetts",1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110730,霍华德哈克,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110730,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09582,,,x1980-5394,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5394,Gelatin silver print,,False,False,Howard Hack,1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110724,杰瑞·托马内克,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110724,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09578,,,x1980-5388,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5388,Gelatin silver print,,False,False,Jerry Tomanek,1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110720,杰瑞·托马内克,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110720,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09570,,,x1980-5384,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5384,Gelatin silver print,,False,False,Jerry Tomanek,1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110714,Bea Paipert，马萨诸塞州阿灵顿,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110714,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09563,,,x1980-5378,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5378,Gelatin silver print,,False,False,"Bea Paipert, Arlington, Massachusetts",1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110712,Bea Paipert，马萨诸塞州阿灵顿,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110712,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09561,,,x1980-5376,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5376,Gelatin silver print,,False,False,"Bea Paipert, Arlington, Massachusetts",1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110711,Bea Paipert，马萨诸塞州阿灵顿,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110711,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09560,,,x1980-5375,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5375,Gelatin silver print,,False,False,"Bea Paipert, Arlington, Massachusetts",1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110706,Bea Paipert，马萨诸塞州阿灵顿,1967,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110706,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09574,,,x1980-5370,2026-05-27,1967,未知,明胶银,未知,0.65,,1967,,x1980-5370,Gelatin silver print,,False,False,"Bea Paipert, Arlington, Massachusetts",1967,,Gelatin silver print,,Unknown,,1967,Unknown,Gelatin silver
110695,犹他,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110695,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09540,,,x1980-5361,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,x1980-5361,Gelatin silver print,,False,False,Utah,September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
110693,犹他,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110693,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09538,,,x1980-5359,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,x1980-5359,Gelatin silver print,,False,False,Utah,September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
110690,犹他州国会礁国家公园科哈布峡谷,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110690,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09535,,,x1980-5356,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,x1980-5356,Gelatin silver print,,False,False,"Cohab Canyon, Capitol Reef National Park, Utah",September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
110689,犹他州国会礁国家公园科哈布峡谷,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110689,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09534,,,x1980-5355,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,x1980-5355,Gelatin silver print,,False,False,"Cohab Canyon, Capitol Reef National Park, Utah",September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
110685,犹他州国会礁国家公园,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110685,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09530,,,x1980-5351,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,x1980-5351,Gelatin silver print,,False,False,"Capitol Reef National Park, Utah",September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
110684,犹他州国会礁国家公园,1967年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110684,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09529,,,x1980-5350,2026-05-27,1967年9月,未知,明胶银,未知,0.65,,September 1967,,x1980-5350,Gelatin silver print,,False,False,"Capitol Reef National Park, Utah",September 1967,,Gelatin silver print,,Unknown,,September 1967,Unknown,Gelatin silver
110676,犹他州国会礁国家公园大教堂谷,1966年7月或9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110676,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09521,,,x1980-5342,2026-05-27,1966年7月或9月,未知,明胶银,未知,0.65,,July or September 1966,,x1980-5342,Gelatin silver print,,False,False,"Cathedral Valley, Capitol Reef National Park, Utah",July or September 1966,,Gelatin silver print,,Unknown,,July or September 1966,Unknown,Gelatin silver
110675,犹他州国会礁国家公园大教堂谷,1966年7月或9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110675,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09520,,,x1980-5341,2026-05-27,1966年7月或9月,未知,明胶银,未知,0.65,,July or September 1966,,x1980-5341,Gelatin silver print,,False,False,"Cathedral Valley, Capitol Reef National Park, Utah",July or September 1966,,Gelatin silver print,,Unknown,,July or September 1966,Unknown,Gelatin silver
110670,犹他州国会礁国家公园,1966年7月或9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110670,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09515,,,x1980-5336,2026-05-27,1966年7月或9月,未知,明胶银,未知,0.65,,July or September 1966,,x1980-5336,Gelatin silver print,,False,False,"Capitol Reef National Park, Utah",July or September 1966,,Gelatin silver print,,Unknown,,July or September 1966,Unknown,Gelatin silver
110658,犹他州亨利山脉,1966年9月,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110658,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09503,,,x1980-5324,2026-05-27,1966年9月,未知,明胶银,未知,0.65,,September 1966,,x1980-5324,Gelatin silver print,,False,False,"Henry Mountains, Utah",September 1966,,Gelatin silver print,,Unknown,,September 1966,Unknown,Gelatin silver
110653,在海滩上拍照的人,1966,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/110653,https://media.artmuseum.princeton.edu/iiif/3/collection/MWA09498,,,x1980-5319,2026-05-27,1966,未知,明胶银,未知,0.65,,1966,,x1980-5319,Gelatin silver print,,False,False,Person making a picture on the beach,1966,,Gelatin silver print,,Unknown,,1966,Unknown,Gelatin silver
