object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_culture,_findspot,_object_name_detail,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,_plant_name,_collection,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_artist,_place_of_origin,_style,_department,_technique,_image_id,_category,_dynasty,_reign,_object_date,_country,_region,_artist_bio,_artist_nationality,_image_small,_accession_year,_is_public_domain,_displayculture,_displaydate,_displayperiod,_objectnumber,_medium_detail,image_valid,aligned_museum,museum_location,aligned_period,period_era,aligned_type,type_category,type_subcategory,aligned_material,material_category
142264,经典，来自《像我们一样的小偷》系列,2004,,水墨纸本,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142264,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-88-3_ref,,,2023-318,2026-05-27,2004,未知,水墨纸本,未知,0.65,,,,,False,"Classic, from the series Thieves Like Us",2004,,Ink on paper,,Unknown,,2004,Unknown,Ink on paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,,2023-318,Ink on paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2004),Unknown,未知,Unknown,Unknown,水墨,Painting Material
142234,威尔士亲王和公主与威尔士亲王阿尔伯特·维克多,1864,,蛋白印相,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142234,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-85-2_ref,,,2023-311,2026-05-27,1864,未知,相册,未知,0.65,,,,,False,The Prince and Princess of Wales with Prince Albert Victor of Wales,1864,,Albumen print,,Unknown,,1864,Unknown,Albumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,,2023-311,Albumen print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1864),Unknown,未知,Unknown,Unknown,,Unknown
142150,花瓶（华茶石旗仙雕文花挿炻器線彫文),20世纪中期,,带有黑色釉料和雕刻图案的石器,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142150,https://media.artmuseum.princeton.edu/iiif/3/collection/DSC6542-VEN-1,,,2024-3,2026-05-27,20世纪中期,未知,炻器,未知,0.65,,,,,False,Flower vase (Huacha shiqi xiandiaowen 花挿炻器線彫文),mid-20th century,,Stoneware with black glaze and incised motifs,,Unknown,,mid-20th century,Unknown,Stoneware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mid-20th century,,2024-3,Stoneware with black glaze and incised motifs,False,Princeton University Art Museum,"Princeton, United States",20世纪中期,Unknown,未知,Unknown,Unknown,炻器,Ceramic
142148,披肩,1963,,拉菲亚、工业棉和靛蓝染料,尤鲁巴,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142148,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-74-5_ref,,,2024-9,2026-05-27,1963,未知,棉花,尤鲁巴,0.75,,,,,False,Shawl,1963,,"Raffia, industrial cotton, and indigo dye",Yorùbá,Yorùbá,,1963,Unknown,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yorùbá,1963,,2024-9,"Raffia, industrial cotton, and indigo dye",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1963),Unknown,未知,Unknown,Unknown,棉花,Textile
142144,Arkilla kerka婚礼挂,20世纪中期,,羊毛、手工纺棉和天然染料,富拉尼（富尔贝）,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142144,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240321_12176,,,2024-5,2026-05-27,20世纪中期,未知,棉花,富拉尼（富尔贝）,0.75,,,,,False,Arkilla kerka wedding hanging,mid-20th century,,"Wool, hand spun cotton, and natural dyes",Fulani (Fulbe),Fulani (Fulbe),,mid-20th century,Unknown,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulani (Fulbe),mid-20th century,,2024-5,"Wool, hand spun cotton, and natural dyes",False,Princeton University Art Museum,"Princeton, United States",20世纪中期,Unknown,未知,Unknown,Unknown,棉花,Textile
142112,剑上的对联,南宋1127-1279年,,悬挂卷轴：墨水在纸上摩擦,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142112,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240501_12953,,,2023-404 a-b,2026-05-27,宋朝（960-1279）,未知,悬挂卷轴：墨水在纸上摩擦,中文,0.75,,,,,False,Couplet on the Sword,"Southern Song dynasty, 1127–1279",,Hanging scrolls: ink rubbing on paper,Chinese,Chinese,,Song dynasty (960-1279),Unknown,Hanging scrolls: ink rubbing on paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese,early 12th century,"Southern Song dynasty, 1127–1279",2023-404 a-b,Hanging scrolls: ink rubbing on paper,False,Princeton University Art Museum,"Princeton, United States",Song dynasty (c. 960),Unknown,未知,Unknown,Unknown,墨水,Painting Material
142110,对联,清朝，1644年-1912年,,悬挂卷轴：墨水在纸上摩擦,中文,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142110,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240501_12944,,,2023-402 a-d,2026-05-27,清朝（1644-1912）,未知,悬挂卷轴：墨水在纸上摩擦,中文,0.75,,,,,False,Couplet,"Qing dynasty, 1644–1912",,Hanging scrolls: ink rubbing on paper,Chinese,Chinese,,Qing dynasty (1644-1912),Unknown,Hanging scrolls: ink rubbing on paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chinese,,"Qing dynasty, 1644–1912",2023-402 a-d,Hanging scrolls: ink rubbing on paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1644),Unknown,未知,Unknown,Unknown,墨水,Painting Material
142081,刨床和梳子（地板和阁楼）,1806–11,,墨汁,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142081,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9608,,,2023-103.77,2026-05-27,1806–11,未知,墨汁,法语,0.75,,,,,False,Planchers et combles (Floors and attics),1806–11,,Indian ink,French,French,,1806–11,Unknown,Indian ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1806–11,,2023-103.77,Indian ink,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1806),Unknown,未知,Unknown,Unknown,,Unknown
142075,门,,,墨汁,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142075,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9606,,,2023-103.70,2026-05-27,未知,未知,墨汁,法语,0.65,,,,,False,Doors,,,Indian ink,French,French,,Unknown,Unknown,Indian ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,,,2023-103.70,Indian ink,False,Princeton University Art Museum,"Princeton, United States",未知,Unknown,未知,Unknown,Unknown,,Unknown
142069,门,,,墨汁,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142069,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9598,,,2023-103.64,2026-05-27,未知,未知,墨汁,法语,0.65,,,,,False,Doors,,,Indian ink,French,French,,Unknown,Unknown,Indian ink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,,,2023-103.64,Indian ink,False,Princeton University Art Museum,"Princeton, United States",未知,Unknown,未知,Unknown,Unknown,,Unknown
142066,Echafaud平面图（脚手架平面图）,1812,,印度墨水，棕色和粉色墨水,法语,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142066,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_9470,,,2023-103.35,2026-05-27,1812,未知,印度墨水，棕色和粉色墨水,法语,0.75,,,,,False,Plan des Echafauds (Plan of the scaffoldings),1812,,"Indian ink, brown and pink ink washes",French,French,,1812,Unknown,"Indian ink, brown and pink ink washes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French,1812,,2023-103.35,"Indian ink, brown and pink ink washes",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1812),Unknown,未知,Unknown,Unknown,墨水,Painting Material
142051,科罗拉多州科罗拉多斯普林斯的露天剧场和夏延山,1968,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142051,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240531_14067,,,2023-238,2026-05-27,1968,未知,明胶银,未知,0.65,,,,,False,"Outdoor theater and Cheyenne Mountain, Colorado Springs, Colorado",1968,,Gelatin silver print,,Unknown,,1968,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,,2023-238,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1968),Unknown,未知,Unknown,Unknown,银,Metal
142037,与交流。 . .,1978,,单通道视频（黑白、声音）,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142037,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-55-3_ven,,,2023-267,2026-05-27,1978,未知,单通道视频（黑白、声音）,未知,0.65,,,,,False,Intercourse with. . .,1978,,"Single-channel video (black and white, sound)",,Unknown,,1978,Unknown,"Single-channel video (black and white, sound)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,,2023-267,"Single-channel video (black and white, sound)",False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1978),Unknown,未知,Unknown,Unknown,,Unknown
142033,海军上将路易斯·蒙巴顿勋爵，RN，在锡兰亭可马里向萨拉托加号（CV-3）上的人员发表讲话,1944年4月，约1945年印刷,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142033,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240530_13982,,,2023-220,2026-05-27,1944年4月，约1945年印刷,未知,明胶银,未知,0.65,,,,,False,"Admiral Lord Louis Mountbatten, RN, addresses personnel aboard the USS Saratoga (CV-3) at Trincomalee, Ceylon","April 1944, printed ca. 1945",,Gelatin silver print,,Unknown,,"April 1944, printed ca. 1945",Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 1944, printed ca. 1945",,2023-220,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1944),Unknown,未知,Unknown,Unknown,银,Metal
142032,纽约,1945,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142032,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13959,,,2023-219,2026-05-27,1945,未知,明胶银,未知,0.65,,,,,False,New York,1945,,Gelatin silver print,,Unknown,,1945,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,,2023-219,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1945),Unknown,未知,Unknown,Unknown,银,Metal
142031,贝西伯爵肖像,1939,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142031,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240529_13962,,,2023-212,2026-05-27,1939,未知,明胶银,未知,0.65,,,,,False,Portrait of Count Basie,1939,,Gelatin silver print,,Unknown,,1939,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,,2023-212,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1939),Unknown,未知,Unknown,Unknown,银,Metal
142005,罐子,约1990年,,红黑滑漆陶瓷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142005,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240627_14924,,,2023-188,2026-05-27,约1990年,未知,陶瓷,未知,0.65,,,,,False,Jar,ca. 1990,,Ceramic with red and black slip-paint,,Unknown,,ca. 1990,Unknown,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1990,,2023-188,Ceramic with red and black slip-paint,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1990),Unknown,未知,Unknown,Unknown,陶瓷,Ceramic
142002,种子罐,约2000年,,带有奶油色滑溜和红黑滑溜漆的陶瓷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142002,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240624_14740,,,2023-185,2026-05-27,约2000年,未知,陶瓷,未知,0.65,,,,,False,Seed jar,ca. 2000,,Ceramic with cream slip and red and black slip-paint,,Unknown,,ca. 2000,Unknown,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 2000,,2023-185,Ceramic with cream slip and red and black slip-paint,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2000),Unknown,未知,Unknown,Unknown,陶瓷,Ceramic
142001,种子罐,约1980年,,带有奶油色滑溜和红黑滑溜漆的陶瓷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142001,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240626_14827,,,2023-184,2026-05-27,约1980年,未知,陶瓷,未知,0.65,,,,,False,Seed jar,ca. 1980,,Ceramic with cream slip and red and black slip-paint,,Unknown,,ca. 1980,Unknown,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1980,,2023-184,Ceramic with cream slip and red and black slip-paint,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1980),Unknown,未知,Unknown,Unknown,陶瓷,Ceramic
142000,罐子,约1980年,,奶油色防滑陶瓷，带红黑防滑漆,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/142000,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240618_14573,,,2023-183,2026-05-27,约1980年,未知,陶瓷,未知,0.65,,,,,False,Jar,ca. 1980,,Cream-slipped ceramic with red and black slip-paint,,Unknown,,ca. 1980,Unknown,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1980,,2023-183,Cream-slipped ceramic with red and black slip-paint,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1980),Unknown,未知,Unknown,Unknown,陶瓷,Ceramic
141989,种子罐,约1930年,,彩色滑漆陶瓷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141989,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240711_15091,,,2023-172,2026-05-27,约1930年,未知,陶瓷,未知,0.65,,,,,False,Seed jar,ca. 1930,,Ceramic with polychrome slip-paint,,Unknown,,ca. 1930,Unknown,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1930,,2023-172,Ceramic with polychrome slip-paint,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1930),Unknown,未知,Unknown,Unknown,陶瓷,Ceramic
141960,碗,约1960年,,白色防滑陶瓷，黑色防滑漆,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141960,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240625_14815,,,2023-143,2026-05-27,约1960年,未知,陶瓷,未知,0.65,,,,,False,Bowl,ca. 1960,,White-slipped ceramic with black slip-paint,,Unknown,,ca. 1960,Unknown,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1960,,2023-143,White-slipped ceramic with black slip-paint,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1960),Unknown,未知,Unknown,Unknown,陶瓷,Ceramic
141956,长江万里：青辰山青城山,2010-2015,,照相手卷；云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141956,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-46-41_ven,,,2025-102,2026-05-27,清朝（2010-2015）,未知,照相手卷；云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Qing Chen Mountain 青城山,2010-2015,,Photographic handscroll; photographic ink on mica flecked xuan paper,,Unknown,,Qing dynasty (2010-2015),Unknown,Photographic handscroll; photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-2015,,2025-102,Photographic handscroll; photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2010),Unknown,未知,Unknown,Unknown,油,Painting Material
141948,长江万里：周太平太平州,2010-2015,,照相手卷；云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141948,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-46-33_ven,,,2025-94,2026-05-27,清朝（2010-2015）,未知,照相手卷；云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Tai Ping Zhou 太平州,2010-2015,,Photographic handscroll; photographic ink on mica flecked xuan paper,,Unknown,,Qing dynasty (2010-2015),Unknown,Photographic handscroll; photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-2015,,2025-94,Photographic handscroll; photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2010),Unknown,未知,Unknown,Unknown,油,Painting Material
141933,长江万里：沈璞申浦,2010–2015,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141933,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-46-18_ven,,,2024-292,2026-05-27,清朝（2010-2015）,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Shen Pu 申浦,2010–2015,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,Qing dynasty (2010-2015),Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010–2015,,2024-292,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2010),Unknown,未知,Unknown,Unknown,油,Painting Material
141930,长江万里：通州通州,2010–2015,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141930,https://media.artmuseum.princeton.edu/iiif/3/collection/TC2023-46-15_ven,,,2024-289,2026-05-27,清朝（2010-2015）,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Tong Zhou 通州,2010–2015,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,Qing dynasty (2010-2015),Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010–2015,,2024-289,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2010),Unknown,未知,Unknown,Unknown,油,Painting Material
141929,长江万里：海门海門,2012,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141929,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240418_12581,,,2023-282,2026-05-27,2012,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Hai Men 海門,2012,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,2012,Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2023-282,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2012),Unknown,未知,Unknown,Unknown,油,Painting Material
141928,长江万里：江口镇江口鎮),2012,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141928,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240418_12576,,,2023-281,2026-05-27,2012,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Jiang Kou (Jiangkou zhen 江口鎮),2012,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,2012,Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2023-281,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2012),Unknown,未知,Unknown,Unknown,油,Painting Material
141922,长江万里：汶川汶川,2012,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141922,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240404_12353,,,2023-275,2026-05-27,2012,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Wen Chuan 汶川,2012,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,2012,Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2023-275,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2012),Unknown,未知,Unknown,Unknown,油,Painting Material
141919,长江万里：虎跳峡虎跳峽),2012,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141919,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240403_12337,,,2023-272,2026-05-27,2012,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Tiger Leaping Gorge (Hutiao Xia 虎跳峽),2012,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,2012,Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2023-272,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2012),Unknown,未知,Unknown,Unknown,油,Painting Material
141918,长江万里：石谷石鼓鎮),2012,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141918,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240403_12326,,,2023-271,2026-05-27,2012,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Shi Gu (Shigu zhen 石鼓鎮),2012,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,2012,Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2023-271,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2012),Unknown,未知,Unknown,Unknown,油,Painting Material
141915,同心圆壶,Cypro几何,,陶瓷,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141915,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX23_12036,,,2023-244,2026-05-27,Cypro几何,未知,陶瓷,未知,0.65,,,,,False,Olpe (jug) with concentric circles,Cypro-Geometric,,Ceramic,,Unknown,,Cypro-Geometric,Unknown,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050–900 BCE,Cypro-Geometric,2023-244,Ceramic,False,Princeton University Art Museum,"Princeton, United States",Cypro几何,Unknown,未知,Unknown,Unknown,陶瓷,Ceramic
141913,Fra Angelico#2与圣母和圣徒受难，圣马可修道院，佛罗伦萨，意大利,2010,,喷墨打印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141913,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240612_14344,,,2023-242,2026-05-27,2010,未知,喷墨打印,未知,0.65,,,,,False,"Crucifixion with the Virgin and Saints by Fra Angelico #2, San Marco Convent, Florence, Italy",2010,,Inkjet print,,Unknown,,2010,Unknown,Inkjet print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,,2023-242,Inkjet print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2010),Unknown,未知,Unknown,Unknown,,Unknown
141912,干燥莫雷尔,1988,,明胶银印,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141912,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240531_14068,,,2023-241,2026-05-27,1988,未知,明胶银,未知,0.65,,,,,False,Drying Morels,1988,,Gelatin silver print,,Unknown,,1988,Unknown,Gelatin silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,,2023-241,Gelatin silver print,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 1988),Unknown,未知,Unknown,Unknown,银,Metal
141861,长江万里：沱沱沱河沱沱河),2012,,照相手卷：云母斑点宣纸上的照相油墨,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141861,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240402_12314,,,2023-269,2026-05-27,2012,未知,照相手卷：云母斑点宣纸上的照相油墨,未知,0.65,,,,,False,Ten Thousand Li of the Yangtze River: Tuo Tuo River (Tuotuo He 沱沱河),2012,,Photographic handscroll: photographic ink on mica flecked xuan paper,,Unknown,,2012,Unknown,Photographic handscroll: photographic ink on mica flecked xuan paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,,2023-269,Photographic handscroll: photographic ink on mica flecked xuan paper,False,Princeton University Art Museum,"Princeton, United States",Qing dynasty (c. 2012),Unknown,未知,Unknown,Unknown,油,Painting Material
141857,金百合坦克，马杜拉,19世纪60年代至70年代,,蛋白印相,,,Princeton University Art Museum,"Princeton, United States",https://artmuseum.princeton.edu/art/collections/141857,https://media.artmuseum.princeton.edu/iiif/3/collection/PUAMANX24_240531_14070,,,2023-123,2026-05-27,19世纪60年代至70年代,未知,相册,未知,0.65,,,,,False,"Tank of the Golden Lilies, Madura",1860s–70s,,Albumen print,,Unknown,,1860s–70s,Unknown,Albumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860s–70s,,2023-123,Albumen print,False,Princeton University Art Museum,"Princeton, United States",19世纪60年代至70年代,Unknown,未知,Unknown,Unknown,,Unknown
